game_id,description,image,max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,thumbnail,year_published,artist,category,compilation,designer,expansion,family,mechanic,publisher,average_rating,users_rated,_art_year
88167,"A variant of Apples to Apples, presented in an apple-shaped box, that includes 'Apple tokens' in three colours: 20 green (1 point), 8 red (2 points), and 2 gold (3 points).&#10;&#10;Apples to Apples Family uses two decks of cards: Things and Descriptions. Each turn, the current referee selects a Description and other players try to pick, from the cards in their hands, the Things that best match that Description. The referee then chooses the Thing that appeals most and awards the round to the player who played it. When a player wins a round, they receive a random token.  The first player to five points wins the game.&#10;&#10;",//cf.geekdo-images.com/images/pic874593.jpg,16,15,8,4,15,Apples To Apples: Family,15,//cf.geekdo-images.com/images/pic874593_t.jpg,2010,John Kovalic,"Card Game,Humor,Party Game,Word Game",,,,Apples to Apples,"Hand Management,Simultaneous Action Selection",Mattel,5.56731,52,1970
88253,"Unconditional Surrender! Case Blue (USCB) is a small, free Print-n-Play two player game covering the World War II military campaigns fought in southern Russia during 1942-1943. One side controls the Axis forces, while the other side controls the forces of the Soviet Union.&#10;&#10;GMT Games printed it, with real counters, in their C3I magazine issue #28 in 2014.&#10;&#10;USCB is a derived from the game Unconditional Surrender! World War 2 in Europe (USE). Using essentially the same mechanics (plus naval units, strategic warfare, diplomacy, etc.), USE covers the entire war in the European Theater. With only 80 counters, a small map, and much shorter rulebook, Unconditional Surrender! Case Blue provides an opportunity to try out the core of USE's systems.&#10;&#10;Design Highlights&#10;&#10;     Scale: army and air fleet level units; 30 miles per hex; monthly turns&#10;     Simple Stacking: Up to one air and ground unit per hex.&#10;     No Factors on Counters: There are no combat or movement factors on the counters.&#10;     Single Combat System: One combat resolution sequence and Combat Results Table covers air and ground combat, but the results differ for each type.&#10;     Integrated Movement/Combat System: Units move and fight in a combined activation.&#10;     Historical or Variable Entry: Units and events can enter play using an historical or variable time line.&#10;&#10;&#10;&#10;&#10;",//cf.geekdo-images.com/images/pic2370039.jpg,2,90,14,2,90,Unconditional Surrender! Case Blue,90,//cf.geekdo-images.com/images/pic2370039_t.jpg,2010,"Rodger B. MacGowan,Salvatore Vasta","Print & Play,Wargame,World War II",,Salvatore Vasta,,Magazine: C3i,Hex-and-Counter,"(Self-Published),RBM Studio",7.59574,94,1970
88316,"Autokrator (a.k.a. emperor) is a medieval Euro/wargame about the wars from the 7th to the 11th century between Christians and Muslims. In Autokrator, you control one of the major kingdoms/Caliphates of the Medieval Age &ndash; the Franks/Holy Roman Empire, the Moors, the Saracens, the East Roman Empire (Byzantines) &ndash; with each kingdom striving to protect and expand its domination.&#10;&#10;The players use four characters each round &ndash; the King, the General, the Admiral, and the Garrison &ndash; with each character having special abilities. What's more, each player has his own &quot;battlecard&quot; deck of armies and must divide them strategically between his characters at the begining of every new turn. The original combat system is based on the choices that the players have, and the battle is fought between five battlefields: Plain, Hill, Forest, City and Ambush. The game lasts five rounds, and players win or lose victory points based on the winning battles and the territories that they control.&#10;&#10;Make your choices wisely, and take a chance on becoming the next Autokrator!&#10;&#10;",//cf.geekdo-images.com/images/pic1384545.jpg,4,90,12,2,90,Autokrator,90,//cf.geekdo-images.com/images/pic1384545_t.jpg,2012,"Lefteris Iroglidis,Aris Liapis,Andrejs Pidjass","Fighting,Medieval,Negotiation,Wargame",,Lefteris Iroglidis,Autokrator Mini Expansion,Byzantium,"Area Control / Area Influence,Area Movement,Hand Management,Secret Unit Deployment",Diachron Games,6.455,120,1970
88402,"Crappy Birthday is a humorous game about pranking your friends with gifts they don&rsquo;t want.&#10;&#10;How to Play&#10;Deal 5 Gift Cards to each player.&#10;&#10;1) When it is your turn, it is your birthday!  Everybody gives you a crappy &quot;gift&quot; from their hand.&#10;2) You shuffle the cards, turn them over one by one, and pick the gift you dislike the most.&#10;3) The player who gave you that gift gets a point.&#10;4) Draw back up to 5 Gift Cards.  Play moves to the left.&#10;&#10;The first player to 3 points wins.&#10;&#10;When to Play &#10;Crappy Birthday is designed to be taken as a gift to a party instead of a bottle of wine or a 6-pack of beer.  The goal of Crappy Birthday is to get people talking, laughing, and having a good time as quickly as possible. Don't be surprised if some people dislike the same gift that other people at the table love, because the gifts were designed to start fun and interesting conversations.  Crappy Birthday is simple enough that a group of non-gamers can read the rules and start playing within a few minutes.  Or if people do not want to play at the party, they can have fun by simply looking at the cards and laughing at the pictures and funny concepts.&#10;&#10;So the next time you are going to a party with non-gamers, consider bringing Crappy Birthday as a gift.&#10;&#10;",//cf.geekdo-images.com/images/pic1073398.jpg,8,20,12,4,20,Crappy Birthday,20,//cf.geekdo-images.com/images/pic1073398_t.jpg,2011,Jacoby O'Connor,"Humor,Party Game",,"Brian Weinstock,Amy Weinstock","North Star Games BGG Promo Pack,North Star Games Promo Facebook Cards",,Voting,"North Star Games, LLC",5.71223,386,1970
88406,"Starfleets vs. Planetbusters!&#10;&#10;Exodus Series #2&#10;&#10;At the end of the Exodus Wars, the first interstellar battle between four post-diaspora star empires, a gigantic alien war machine devastated the frontier worlds. The war-weary militaries of all four empires joined together as one and sent massive fleets of capital ships and escorts to the beleaguered frontier worlds at faster-than-light (FTL) speeds.&#10;&#10;Astra Titanus is a solitaire game of space opera battles featuring fleets of highly advanced military starships that are dwarfed by a single alien robotic ship - a STAR TITAN.&#10;&#10;The Titan is controlled by cards that determine movement, special weapon use and targeting priorities. The human ships &ldquo;jump&rdquo; across space using FTL drives. There are energy beams that shatter small moons and missiles that accelerate to a substantial fraction of c, the speed of light.&#10;&#10;As Admiral, you must send your sailors out into the void against the overwhelming might of the Astra Titanus!&#10;&#10;Game Data:&#10;Complexity: 4 on a 9 scale&#10;Solitaire Suitability: 9 on a 9 scale&#10;Scale: Minute turns; one spaceship per counter.&#10;&#10;Game Components:&#10;&bull; One 11&rdquo; x 17&rdquo; map&#10;&bull; Four 8&frac12;&rdquo; x 5&frac12;&rdquo; status boards&#10;&bull; 20 Titan control cards&#10;&bull; 40 5/8&rdquo; square, two-sided unit counters&#10;&bull; 28 5/8&rdquo; round markers&#10;&bull; 20 1/2&rdquo; square, two-sided missile counters&#10;&bull; One 6-page full-color rules booklet with examples of play&#10;&bull; One 4-page full-color scenario booklet&#10;&bull; Polybag packaging and component storage&#10;&#10;Astra Titanus FAQ - please read before posting questions in the forum!&#10;&#10;",//cf.geekdo-images.com/images/pic865133.jpg,1,45,13,1,45,Astra Titanus,45,//cf.geekdo-images.com/images/pic865133_t.jpg,2010,"Scott Everts,Abraham Katase","Science Fiction,Wargame",,Chris Taylor,,"Solitaire Games,Solitaire Wargames","Campaign / Battle Card Driven,Dice Rolling,Hex-and-Counter",Victory Point Games,7.27947,207,1970
88408,"The sun has retreated from the earth. It has been a little over a week since the last hint of light shone over the horizon, and the chaos has begun. People fear for their existence, while scientists struggle to explain the phenomenon.&#10;&#10;Until they came.&#10;&#10;The creatures of nightmare &mdash; vampires, werewolves, and ghouls &mdash; have begun to appear throughout the world, and they show no sign of hesitation in claiming the dark world as their own!&#10;&#10;--&#10;&#10;Publisher Blurb&#10;&#10;Nightfall - a new fast, furious and fun deck-building game from Alderac Entertainment Group. Featuring direct head-to-head combat, amazing art, a new AEG world, and unique mechanics by designer David Gregg, Nightfall will be the deck-building game to own.&#10;&#10;Before the game begins, there is a draft to determine which cards are available for purchase, and by whom. During this draft players select two cards from the set for their personal archives, and they also select cards to put into the common area. The cards drafted into personal archives may only be purchased by the player who drafted them.&#10;&#10;After the table has been set with the private and common cards, players begin play.&#10;&#10;The meat of Nightfall is in the chaining mechanic, which was partially developed with the help of people right here on BoardGameGeek.&#10;&#10;Each card has a main color and two linking colors. If you can match the main color of a card to one of the linking colors of the previous card, you can chain those cards together. Once a chain is started, players all get an opportunity to link additional cards onto the chain during that turn.&#10;&#10;Cards in the chain resolve in reverse order: first in, last out. Instant effects fire off as cards come off the chain, doing damage to your opponents or bringing characters into play to defend you and attack your opponents.&#10;&#10;The object of Nightfall is to put wounds into your opponents&rsquo; decks and end the game with the least amount of wounds in your deck. But beware: the more wounds a person has, the more enraged they become and the faster their deck works, meaning more cards and bigger chains will come your way!&#10;&#10;Nightfall's base set releases with starting decks of 12 cards for up to 5 players, and 24 distinct cards (7 copies of each) for drafting during play.&#10;&#10;The box contains card dividers, and is in the same format as the much heralded Wrath of the Elements box for Thunderstone.&#10;&#10;Integrates with:&#10;&#10;    Nightfall: Martial Law&#10;    Nightfall: Blood Country&#10;    Nightfall: The Coldest War&#10;    Nightfall: Dark Rages&#10;    Nightfall: Eastern Skies&#10;&#10;&#10;&#10;&#10;",//cf.geekdo-images.com/images/pic873009.jpg,5,45,12,2,45,Nightfall,45,//cf.geekdo-images.com/images/pic873009_t.jpg,2011,"Conceptopolis,Thomas Deeny,Andrew Hepworth,Daniel Vendrell Oduber,Florian Stitz","Card Game,Fantasy,Fighting,Horror",,David Gregg,"Nightfall: ""Ghost One"" Promo,Nightfall: ""Shadow Seven"" Promo,Nightfall: Ahmad Hassan Promo,Nightfall: Ausnahmezustand,Nightfall: Bloated Corpse Promo,Nightfall: Blood Country,Nightfall: Crimson Siege,Nightfall: Dark Rages,Nightfall: Desperate Measures Promo,Nightfall: Destiny Collins Promo,Nightfall: Flayed Ghoul Promo,Nightfall: Lisaveta Florescu,Nightfall: Pale Fury Promo,Nightfall: Silas Bragg Promo,Nightfall: Zombie Horde Promo,Nightfall: Zombify Promo",Nightfall,"Card Drafting,Deck / Pool Building,Hand Management,Pattern Building,Take That,Variable Player Powers","Alderac Entertainment Group (AEG),Galmadrin,IELLO,Pegasus Spiele",6.54137,3449,1970
88464,"In Repello, players try to score (1, 3 or 5) points by pushing (black, silver or gold) tokens off the board.&#10;&#10;Each player controls a stack of black tokens, and the game board is seeded with a variety of tokens. On a turn, a player moves his stack in any direction, with the distance traveled determined by the first number on which that player moves on his turn. The player leaves one token from his stack on the space that he vacated. If a player hits the edge of the playing space, his stack bounces off of it; if he hits another player's stack or a token on the board, that stack or token is pushed, ideally off the edge of the playing space, as opponents are penalized for being bumped.&#10;&#10;",//cf.geekdo-images.com/images/pic1050904.jpg,4,30,8,2,30,Repello,30,//cf.geekdo-images.com/images/pic1050904_t.jpg,2010,,Abstract Strategy,,Arne Holmström,,,"Pattern Building,Pattern Recognition","Four Esses,Mindtwister AB,Mindtwister USA,Peliko/Martinex Oy,Piatnik",6.44486,146,1970
88513,"In Chicken Caesar, players represent aristocratic ancient Roman chicken families trying to create a legacy for their family name. Each family has several eligible roosters eager to jump into the world of politics, getting rich and creating a legacy by any means necessary.&#10;&#10;Roosters gain renown for their families by occupying various political offices. Low-ranking officers don't yield much fame, but they hold both the purse strings and the power of the sword. A few roosters in the lower offices of Aedile and Praetor, together with the votes of a few well-paid (and temporary) allies, can clear a path to the luxury and recognition that come with the titles of Censor, Consul, and even Caesar.&#10;&#10;Being Caesar isn't easy, though: fail to bribe and bargain to ensure the welfare of the whole coop and today's Caesar is tomorrow's Coq au Vin. Dead roosters don't earn any more points, but they do offer opportunities for their surviving relatives to exaggerate their accomplishments. All that matters, in the end, is history's judgment, and history can be rewritten.&#10;&#10;Mechanically, players gain and maintain areas of influence through negotiation and voting. The game features a Suffragium marker that players pass after voting to either promote a Rooster to a higher office, or throw him to the fox. Players can also strategically demand bribes for their votes or even refuse to vote (pass) to gain a later advantage.&#10;&#10;Murder, betrayal, votes for cash, fragile alliances, and bloody vendettas will separate the legendary families from the forgotten ones in the struggle to become &ndash; and remain &ndash; Chicken Caesar!&#10;&#10;",//cf.geekdo-images.com/images/pic1216036.jpg,6,90,12,3,90,Chicken Caesar,90,//cf.geekdo-images.com/images/pic1216036_t.jpg,2012,Bryan Fischer,"Ancient,Humor,Negotiation,Political",,"Bryan Fischer,John Sizemore","Chicken Caesar: Fowl Play Expansion,Chicken Caesar: Metallicus Promo Card,Chicken Caesar: The Eggsclusive","Ancient Rome,Animals: Chickens,Crowdfunding: Kickstarter","Area Control / Area Influence,Voting",Nevermore Games,6.79275,473,1970
88556,"You're in the Wild West, a ruthless place where only the toughest survive and get rewards. Will you be the fastest in the duel? Will you play the right weapons at the right time? Each round you want to take down your opponents and be the only one left standing.&#10;&#10;Each player in Duel: Once Upon a Game in the West starts with a hand of six cards: 3 pistols, 1 rifle, 1 barricade, and 1 reloading. Each player also starts with a heart card on the table in front of them, showing their current state of being alive. Each shootout proceeds as follows:&#10;&#10;&#10;    Each player chooses one card in hand and places it face down in front of them.&#10;    Each player raises one hand, then (on the command of the current dueling master) points their gun hand at an opponent.&#10;    Each player reveals their card, then they see what happens:&#10;&#10;&#10;&bull; If you fired at someone with a gun (whether pistol or rifle), any shots aimed at you miss because you were moving when you fired.&#10;&bull; If you fired at someone with a pistol and they are behind a barricade, nothing happens as the barricade stops your shot.&#10;&bull; If you fired at someone with a rifle and they are behind a barricade, the rifle penetrates the barricade and they're hit; they flip their heart card to show a grave marker, indicating that they're out for the rest of the duel.&#10;&bull; If you were behind a barricade, then you're hit or not hit depending on the weapon(s) fired at you.&#10;&bull; If you were reloading and someone fired at you, then you're hit; flip your heart card to show a grave marker as you're out for the remainder of the duel.&#10;&bull; If you were reloading and no one fired at you, take all of your previously played cards back into your hand.&#10;&#10;If more than one player still has a heart showing, place the previously played cards aside and start a new shootout as described above. If only one player has a heart, then this player earns $1; after this, everyone takes all their cards in hand and begins a new round of shootouts.&#10;&#10;As soon as one player has $5, the game ends and this player wins.&#10;&#10;",//cf.geekdo-images.com/images/pic2675523.jpg,5,15,8,2,15,Duel: Once Upon a Game in the West,15,//cf.geekdo-images.com/images/pic2675523_t.jpg,2010,"Markus Bülow,Edigrafica games","American West,Card Game",,"Jorge Piñan,Ignacio Sánchez Usera",,,Simultaneous Action Selection,"Edigráfica Games,Sphinx Spieleverlag",4.3106,50,1970
88559,"In 1905, the last great North American gold and silver rush took place near Death Valley, in Nevada. Bullfrog Goldfield is a stock trading game in which players attempt to cash in on the discovery of this ore. Players must develop mines to acquire the ore, construct towns to support the miners, and lay railroads to ship the ore away. Competition can be brutal as railroads race across the desert to arrive at mines first, fortunes ebb and flow on the mercy of mineral veins, and hostile takeovers threaten hard-earned holdings. Only the development of mines brings chance into the game, luck is absent everywhere else.&#10;&#10;",//cf.geekdo-images.com/images/pic1027975.jpg,5,240,16,2,120,Bullfrog Goldfield,240,//cf.geekdo-images.com/images/pic1027975_t.jpg,2011,"Marco Primo,Patrick Stevens,Orlando Villagran","Economic,Trains",,Patrick Stevens,,Mining,"Action Point Allowance System,Area Control / Area Influence,Auction/Bidding,Commodity Speculation,Partnerships,Press Your Luck,Route/Network Building,Stock Holding,Variable Phase Order",Numbskull Games,6.66196,138,1970
88594,"The inhabitants of the villages surrounding a dormant volcano were happily living in peace until &mdash; KABOOM! &mdash; the old volcano sprung back to life, unleashing rivers of molten lava in every direction and blasting volcanic rock into the sky. The villages, now faced with destruction, must do whatever they can to protect their homes from the incoming surge of lava.&#10;&#10;Your village is about to burn up &mdash; can you take the heat?&#10;&#10;Eruption is a competitive survival game in which each player struggles to save his or her own village from destruction caused by an onslaught of lava from an erupting volcano. As lava enters a village, its temperature increases until it has burned up completely. Players can protect their own villages by placing lava tiles defensively and strategically building walls of various materials to hold back the lava. They are also rewarded with action cards for directing lava to other villages. Action cards allow players to rotate, replace, or remove the hexagonal lava tiles as well as cool down and fortify their own villages. Once the volcano has fully unleashed its fury, the player whose village is at the lowest temperature wins.&#10;&#10;",//cf.geekdo-images.com/images/pic965113.jpg,6,45,10,2,45,Eruption,45,//cf.geekdo-images.com/images/pic965113_t.jpg,2011,"Andy Kurzen,Matt Plett",,,Chris James (I),,Games by Gamesmiths,"Dice Rolling,Partnerships,Tile Placement",Stratus Games,6.38661,541,1970
88691,"The Game of Life: Adventures Card Game is a card game following the same classic-remake series as Monopoly Deal Card Game and Sorry! Revenge Card Game, but is different from The Game of Life: Card Game in 2002. This game is simple and quick for families. Cards are divided into four decks by category. You collect points by displaying cards in front of you. Each turn you must play/discard one card and refill hand. Game ends when six out of eight 10-year cards are drawn.&#10;&#10;[Box Back]&#10;Your life really is in your hands. Make your Life Story bigger and better than your opponents' with Adventure, Career, Family and Wealth cards.&#10;&#10;Always wanted to swim with dolphins? Now's your chance! How about becoming a jet pilot? Do it! Every new experience means more points, and more points means victory!&#10;&#10;It's your Life Story - make it a big deal!&#10;&#10;",//cf.geekdo-images.com/images/pic1053515.jpg,4,15,8,2,15,The Game of Life: Adventures Card Game,15,//cf.geekdo-images.com/images/pic1053515_t.jpg,2010,,Card Game,,Amanda Birkinshaw,,Game of Life,"Card Drafting,Storytelling",Hasbro,5.05855,152,1970
88827,"From the publisher&#10;&#10;Ready the Cannon, Fix Bayonets, and Prepare to Charge!&#10;&#10;Civil War is now upon us, and you must take the field as the leader of the Union or the Confederate forces. Command your generals and direct your infantry, cavalry, and artillery in 30 different scenarios that feature the terrain and troop deployment of each historical battle&mdash;from the First Bull Run and Wilson&rsquo;s Creek to Prairie Grove and Gettysburg.&#10;&#10;History may have been written, but in Battle Cry, the outcome of each battle is up to you. With your strategy and tactics, you can turn the tide to carry Old Glory or Dixie to victory.&#10;&#10;Includes 30 Battle Scenarios!&#10;&#10;This is an expanded and updated version of Battle Cry.&#10;&#10;",//cf.geekdo-images.com/images/pic868728.jpg,2,45,12,2,45,Battle Cry: 150th Civil War Anniversary Edition,45,//cf.geekdo-images.com/images/pic868728_t.jpg,2010,,"American Civil War,Civil War,Wargame",,Richard Borg,,Commands & Colors,"Campaign / Battle Card Driven,Dice Rolling,Hand Management,Modular Board","Avalon Hill (Hasbro),Wizards of the Coast",7.64571,892,1970
88871,"Roads to Moscow: Battles of Mozhaysk and Mtsensk, 1941 is a two-player game depicting battles in the Soviet Union during the drive on Moscow in October 1941. The two separate battles shown in this game are named for the main objective city on each map, Mozhaysk to the west of Moscow, and Mtsensk to the south. Perhaps the most dramatic of the many desperate battles fought in front of Moscow, these two battles combined all the elements of the great struggle. The Germans have an excellent fighting machine but are short on fuel and time. They must capture their objectives on a tight schedule or snow and mud will end their offensive. The Soviets are down to the rearward remnants of their once immense armies. If the Soviets can avoid being encircled by the fast moving German forces, high quality reinforcements from the Far East may finally allow them to stop the German advance.&#10;&#10;Historically, the Soviets stood fast at Mozhaysk, fighting heavily even on the old Napoleonic battlefield of Borodino. Like Napoleon, the Germans eventually took the field, but at great cost in time and manpower. Near Mtsensk Guderian&rsquo;s Panzer spearhead advancing north from Orel was ambushed by the Soviets thereby disrupting the German timetable. This gave the Soviet 6th Guards Rifle Division time to dig-in on the heights above Mtsensk thereby barring the way to Tula and Moscow.&#10; Roads to Moscow uses the same mechanics found in the acclaimed Roads to Leningrad game, featuring a chit draw for activation of formations. Both players quickly learn how to use their motorized units effectively for overruns, combined arms, and movement of reserves. The game includes special rules for Soviet rocket artillery, NKVD, and self-propelled gun units, and fuel supply shortages, and much more, all without overwhelming play of the game.&#10;&#10;Game Scale:&#10;Turn: 12 hours&#10;Hex: 1.4km (Mozhaysk ), 1.2km (Mtsensk)&#10;Unit: Company to Battalion for most combat units, with Brigade &amp; Division HQs&#10;&#10;COMPONENTS&#10;    Three counter sheets (528 5/8&quot; counters)&#10;    One 22&quot; x 34&quot; Mapsheet (front &amp; back printed)&#10;    4 Player Aid set-up cards&#10;    1 Charts &amp; Tables card&#10;    Rule book&#10;    Play book&#10;    1 ten-sided die&#10;&#10;DESIGNER: Vance von Borries&#10;DEVELOPER: Mark Guttag&#10;ART DIRECTOR: Rodger B. MacGowan&#10;MAP &amp; COUNTER ART: Charles Kibler&#10;&#10;(source: GMT website)&#10;&#10;",//cf.geekdo-images.com/images/pic1689422.jpg,2,180,12,2,180,"Roads to Moscow: Battles of Mozhaysk and Mtsensk, 1941",180,//cf.geekdo-images.com/images/pic1689422_t.jpg,2013,"Charles Kibler,Rodger B. MacGowan","Wargame,World War II",,"Mark Guttag,Vance von Borries",,"Cities: Moscow,Country: Russia","Chit-Pull System,Dice Rolling,Hex-and-Counter","GMT Games,Kokusai-Tsushin Co., Ltd. (国際通信社)",7.53301,103,1970
88922,"This is a fast-playing stripped down version of the classic boardgame, Clue. Basically it is the question portion of the  game made with a specific set of cards used as the notepad. The detail list of cards varies from the original and the design is in line with the up to date style of nowadays.&#10;&#10;Play your cards right and you will solve it in no time.&#10;&#10;Ask question about the Clue characters weapons and locations on your cards to work out who did it, with what and where.&#10;&#10;As you expect, the first detective to solve the crime wins. It&rsquo;s all the fun and intrigue of Clue, in minutes. Special 2 player game for top detectives!&#10;&#10;This is not Clue Suspects, which is Outside the Scope of BGG&#10;&#10;",//cf.geekdo-images.com/images/pic924298.jpg,4,15,8,3,15,Clue Suspect,15,//cf.geekdo-images.com/images/pic924298_t.jpg,2010,,"Card Game,Deduction,Murder/Mystery",,,,"Cluedo,Shuffle Card Games Series",Memory,"Hasbro,Parker Brothers,Shuffle",5.63485,295,1970
88931,"Verb&agrave;lia, el joc is a collection of 50 word and language games (maybe 49, maybe 51, up to the players to discover) in Catalan. The games are all playable with the material included, and range from simple word formation games to complex sentence-forming games. There are games using letters and games using syllables; there are games to play solitaire and games to play with large groups; there are reflexive games and skill games; there are fast and crazy games and long and quiet games; there are party-oriented games and competitive and more strategic games, even a letter-based Texas hold'em. A treasure trove of games for word and language lovers!&#10;&#10;Contents:&#10;- 3 game boards&#10;- 200 letter tokens&#10;- 136 syllable tokens&#10;- 120 wooden markers in various colours&#10;- 4 notebooks&#10;- 4 pencils&#10;- 2 cloth bags&#10;- The rulebook for the 50 games&#10;&#10;Note that the distribution of letters and syllables is based on their relative abundance in Catalan and thus it is not playable with other languages. A Spanish edition is expected for Spring 2011.&#10;&#10;",//cf.geekdo-images.com/images/pic892904.jpg,40,30,4,1,30,"Verbàlia, el joc",30,//cf.geekdo-images.com/images/pic892904_t.jpg,2010,"Elena Feliu,Jordi Roca Parse",Word Game,,"Oriol Comas i Coma,Màrius Serra",,Verbàlia,"Hand Management,Memory,Set Collection,Tile Placement,Trick-taking",Devir,6.25078,90,1970
88950,"Pacal, king of the Maya city Palenque, is trying to control all of the Yucatan's resources. As kings of other cities, his opponents have their own ideas. By using your influence to control resources in Kingdoms across the Yucatan, you can establish yourself as the greatest king of the Maya. Build Temples. Alter borders. Control resources.&#10;&#10;During the game, players represent the kings who oppose Pacal and use the ten different resource cards and spend action points to expand their empires, dominate the 14 Yucatan kingdoms through their control markers, exchange the opponents control markers, reserve control markers and/or build Temples, scoring every time a Score Card is played by any player.&#10;&#10;The player who has amassed the greatest amount of control over the Yucatan Peninsula in each of the scoring rounds is the winner.&#10;&#10;",//cf.geekdo-images.com/images/pic877093.jpg,6,60,10,2,60,Palenque,60,//cf.geekdo-images.com/images/pic877093_t.jpg,2011,Chechu Nieto,"Abstract Strategy,Ancient,Territory Building",,Alan D. Ernstein,,Country: Mexico,"Action Point Allowance System,Area Control / Area Influence,Area Enclosure,Card Drafting,Grid Movement,Hand Management",Z-Man Games,6.10542,107,1970
88960,"Godzilla: Stomp! is a fast-paced card game of monster-induced city destruction.  The game is played in a series of rounds.  During each round, several buildings will be revealed, and players will simultaneously choose their attack strength to destroy one or more buildings for the round.  Play continues for six rounds, at which point players add up their scores.  The highest score wins.&#10;&#10;Contains:&#10;&#10;&#10;     42 Building Cards&#10;     30 Monster Attack Cards&#10;&#10;&#10;From the back of the box:&#10;&#10;Godzilla, the King of the Monsters, is on the loose again, along with four other Kaiju: Mothra, Mechagodzilla, Battra, &amp; Destoroyah!  Together they compete to demolish the most buildings in the city, by sparring it out or going into a full-out RAMPAGE!&#10;&#10;There's nowhere to hide in this Kaiju free-for-all!&#10;&#10;",//cf.geekdo-images.com/images/pic1012474.jpg,5,30,14,2,30,Godzilla: Stomp!,30,//cf.geekdo-images.com/images/pic1012474_t.jpg,2011,"Zac Pensol,Chris Quilliams","Bluffing,Card Game",,Mike Kollross,,"Games by the Game Artisans of Canada,Kaiju,Monsters","Simultaneous Action Selection,Trick-taking","Toy Vault, Inc.",5.63981,162,1970
89222,"The once quiet small town of Blackwood has become a battleground. A coven of vampires has crept in under the cover of darkness to drain the very life from its helpless citizens. As powerful as these creatures of legend are, they do not prowl the streets unchallenged. A team of skilled vampire hunters with an arsenal of modern weapons has tracked these bloodsuckers down and the battle for the soul of Blackwood is about to begin.&#10;&#10;Play as either vampire or hunter, using Attack cards to battle for the citizens of Blackwood, Impact cards to enhance your powers, and deadly Strike cards to destroy your opponent. Unleash powerful combos and use Blood or Adrenaline as you fight, alone or with a teammate, through both night and day. Win battles to recruit the innocent bystanders at the Nightclub, Church, Graveyard, Police Station, and Hospital. Claim the most locations to win control of the town.&#10;&#10;Save the town of Blackwood, or drain it dry.&#10;The choice is yours.&#10;&#10;&#10;Bloodsuckers is a highly thematic strategy card game for 2 to 4 players ages 13 and up.&#10;&#10;- Players can choose to fight as either vampires or hunters with different abilities for each side.&#10;&#10;- Time of day is tracked using the Clockdial with day and night having special effects on gameplay.&#10;&#10;- Multiple ways to combine cards gives players exciting strategic options.&#10;&#10;- Four-player games focus on unique team-based gameplay.&#10;&#10;",//cf.geekdo-images.com/images/pic900372.jpg,4,120,13,2,60,Bloodsuckers,120,//cf.geekdo-images.com/images/pic900372_t.jpg,2011,Yoann Boissonnet,"Card Game,Fighting,Horror",,"Justin De Witt,Anne-Marie De Witt",,Vampires,"Action Point Allowance System,Area Control / Area Influence,Hand Management,Partnerships,Variable Player Powers",Fireside Games,5.91959,74,1970
89340,"Can you name the five Great Lakes in 30 seconds?  Sure, but can you name five things you shouldn't say to your boss?  That's the idea behind this quick-thinking team trivia game.  When it's your team's turn, roll the die and move your pawn that many spaces.  You'll then draw a card and you and your teammates will try to name 5 things that fit a category within 30 seconds.  If you can, you get another turn.  If not, it'll be your opponents' turn.&#10;&#10;Most of the spaces on the board are solid colors, which determine what category is in play.  For example, if you land on a red space, you play the red category.  However, there are four kinds of special spaces:  All Play (both teams get a different category, and the first team to name 5 things in their category rolls the die and takes the next turn), Flip Flop (teams alternate giving answers until someone can't think of another), Wild (your team gets their choice of the five categories on the card) and Double Down (you have to pick two of the 5 categories and name five things in both those categories, all in 30 seconds).&#10;&#10;When you reach the big Name 5 space in the center of the board (which you have to do by exact count), you'll have the chance to win the game.  You and your team will have 90 seconds to name 5 things in each of the 5 categories on the card.&#10;&#10;",//cf.geekdo-images.com/images/pic933195.jpg,0,0,0,2,0,Name 5,0,//cf.geekdo-images.com/images/pic933195_t.jpg,2009,Design Edge,Trivia,,Brian Turtle,,,Roll / Spin and Move,Endless Games (I),4.87803,132,1970
