publisher,page_id,name,urlslug,id,align,eye,hair,sex,gsm,alive,appearances,first_appearance,month,year,date
Marvel,570481,Fence (Earth-616),\/Fence_(Earth-616),,Good Characters,,Black Hair,Male Characters,,Living Characters,12.0,"2012, October",October,2012.0,2012-10-01
Marvel,516101,Hector Baez (Earth-616),\/Hector_Baez_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Homosexual Characters,Living Characters,12.0,"2012, March",March,2012.0,2012-03-01
Marvel,673769,Parvez (Earth-616),\/Parvez_(Earth-616),No Dual Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,12.0,"2012, April",April,2012.0,2012-04-01
Marvel,591732,Annabelle Riggs (Earth-616),\/Annabelle_Riggs_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Homosexual Characters,Living Characters,12.0,"2013, April",April,2013.0,2013-04-01
Marvel,578694,Luca Aldine (Earth-616),\/Luca_Aldine_(Earth-616),Public Identity,Bad Characters,Blue Eyes,,Male Characters,,Deceased Characters,12.0,"2013, January",January,2013.0,2013-01-01
Marvel,576826,Melinda Leucenstern (Earth-616),\/Melinda_Leucenstern_(Earth-616),Public Identity,,Brown Eyes,Black Hair,Female Characters,,Living Characters,12.0,"2013, March",March,2013.0,2013-03-01
Marvel,570331,Mudbug (Earth-616),\/Mudbug_(Earth-616),Secret Identity,Bad Characters,Black Eyes,No Hair,Male Characters,,Living Characters,12.0,"2013, January",January,2013.0,2013-01-01
Marvel,17957,Teresa Martin (Earth-616),\/Teresa_Martin_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,12.0,"NA, NA",,,
Marvel,635275,Alexis (Earth-616),\/Alexis_(Earth-616),Public Identity,Good Characters,Purple Eyes,Blond Hair,Female Characters,,Living Characters,12.0,"NA, NA",,,
Marvel,674895,Kamala Khan (Earth-616),\/Kamala_Khan_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,12.0,"NA, NA",,,
Marvel,703873,Lost Boy (Earth-616),\/Lost_Boy_(Earth-616),Secret Identity,,Blue Eyes,Black Hair,Male Characters,,Living Characters,12.0,"NA, NA",,,
Marvel,703876,Pinch (Earth-616),\/Pinch_(Earth-616),Secret Identity,,Brown Eyes,Black Hair,Female Characters,,Living Characters,12.0,"NA, NA",,,
Marvel,640769,Supergiant (Earth-616),\/Supergiant_(Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,No Hair,Female Characters,,Deceased Characters,12.0,"NA, NA",,,
Marvel,237494,Leslie Lenrow (Earth-616),\/Leslie_Lenrow_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,11.0,"1940, February",February,1940.0,1940-02-01
Marvel,282545,Luther Robinson (Earth-616),\/Luther_Robinson_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,11.0,"1940, August",August,1940.0,1940-08-01
Marvel,282476,Lynne Harris (Earth-616),\/Lynne_Harris_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,11.0,"1940, August",August,1940.0,1940-08-01
Marvel,2670,Simon Meke (Earth-616),\/Simon_Meke_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,11.0,"1946, September",September,1946.0,1946-09-01
Marvel,338864,Nimo (Earth-616),\/Nimo_(Earth-616),Public Identity,,Green Eyes,Brown Hair,Male Characters,,Living Characters,11.0,"1949, November",November,1949.0,1949-11-01
Marvel,601995,Captain Rocke (Earth-616),\/Captain_Rocke_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,11.0,"1953, April",April,1953.0,1953-04-01
Marvel,57933,Billy Buckskin (Earth-616),\/Billy_Buckskin_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,11.0,"1955, November",November,1955.0,1955-11-01
Marvel,17508,Spragg (Earth-616),\/Spragg_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,11.0,"1961, May",May,1961.0,1961-05-01
Marvel,289461,H. Warren Craddock (Skrull) (Earth-616),\/H._Warren_Craddock_(Skrull)_(Earth-616),,Bad Characters,Green Eyes,No Hair,Male Characters,,Deceased Characters,11.0,"1962, January",January,1962.0,1962-01-01
Marvel,8753,Lieutenant General Fredricks (Earth-616),\/Lieutenant_General_Fredricks_(Earth-616),Public Identity,Good Characters,,White Hair,Male Characters,,Living Characters,11.0,"1962, March",March,1962.0,1962-03-01
Marvel,15348,Zemu (Earth-616),\/Zemu_(Earth-616),,Bad Characters,Black Eyes,No Hair,Male Characters,,Living Characters,11.0,"1962, December",December,1962.0,1962-12-01
Marvel,527024,Charlie (Thief) (Earth-616),\/Charlie_(Thief)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,11.0,"1963, July",July,1963.0,1963-07-01
Marvel,45013,Bernard the Poet (Earth-616),\/Bernard_the_Poet_(Earth-616),No Dual Identity,,,Black Hair,Male Characters,,Living Characters,11.0,"1964, September",September,1964.0,1964-09-01
Marvel,1854,Arnold Brown (Earth-616),\/Arnold_Brown_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,11.0,"1965, August",August,1965.0,1965-08-01
Marvel,405876,Jill Jerold (Earth-616),\/Jill_Jerold_(Earth-616),Public Identity,,Black Eyes,Black Hair,Female Characters,,Living Characters,11.0,"1966, November",November,1966.0,1966-11-01
Marvel,15060,Mutant Master (Earth-616),\/Mutant_Master_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,11.0,"1966, November",November,1966.0,1966-11-01
Marvel,299029,Colonel Klaue (Earth-616),\/Colonel_Klaue_(Earth-616),,,,,,,Living Characters,11.0,"1967, February",February,1967.0,1967-02-01
Marvel,2710,Mogul of the Mystic Mountain (Earth-616),\/Mogul_of_the_Mystic_Mountain_(Earth-616),,Bad Characters,Hazel Eyes,Black Hair,Male Characters,,Living Characters,11.0,"1967, February",February,1967.0,1967-02-01
Marvel,2707,Missing Link (Lincoln) (Earth-616),\/Missing_Link_(Lincoln)_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,11.0,"1968, July",July,1968.0,1968-07-01
Marvel,158539,Headstone P. Gravely (Earth-616),\/Headstone_P._Gravely_(Earth-616),,,,,Male Characters,,Living Characters,11.0,"1969, October",October,1969.0,1969-10-01
Marvel,18109,Myron MacLain (Earth-616),\/Myron_MacLain_(Earth-616),Public Identity,,Blue Eyes,Grey Hair,Male Characters,,Living Characters,11.0,"1969, July",July,1969.0,1969-07-01
Marvel,1405,Burtram Worthington (Earth-616),\/Burtram_Worthington_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,11.0,"1970, December",December,1970.0,1970-12-01
Marvel,2412,Elaine McLaughlin (Earth-616),\/Elaine_McLaughlin_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Deceased Characters,11.0,"1970, January",January,1970.0,1970-01-01
Marvel,242489,Gunhawk (Earth-616),\/Gunhawk_(Earth-616),Secret Identity,,,Brown Hair,Male Characters,,Deceased Characters,11.0,"1970, August",August,1970.0,1970-08-01
Marvel,19612,Walter Collins (Earth-616),\/Walter_Collins_(Earth-616),,,,Grey Hair,Male Characters,,Living Characters,11.0,"1971, June",June,1971.0,1971-06-01
Marvel,260479,Comanche (Earth-616),\/Comanche_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,11.0,"1972, June",June,1972.0,1972-06-01
Marvel,300999,George Chelm (Earth-616),\/George_Chelm_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,11.0,"1972, July",July,1972.0,1972-07-01
Marvel,70072,Mona Simpson (Earth-616),\/Mona_Simpson_(Earth-616),,,,Brown Hair,Female Characters,,Deceased Characters,11.0,"1972, August",August,1972.0,1972-08-01
Marvel,37417,Phil Fox (Earth-616),\/Phil_Fox_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,11.0,"1972, December",December,1972.0,1972-12-01
Marvel,242525,Reno Jones (Earth-616),\/Reno_Jones_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,11.0,"1972, October",October,1972.0,1972-10-01
Marvel,86366,Triax (New Man) (Earth-616),\/Triax_(New_Man)_(Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,11.0,"1972, December",December,1972.0,1972-12-01
Marvel,1495,Edith Harker (Earth-616),\/Edith_Harker_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,11.0,"1973, March",March,1973.0,1973-03-01
Marvel,2409,Jordan Dixon (Earth-616),\/Jordan_Dixon_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,11.0,"1973, January",January,1973.0,1973-01-01
Marvel,14910,Korrek (Earth-616),\/Korrek_(Earth-616),Secret Identity,,White Eyes,Blond Hair,Male Characters,,Living Characters,11.0,"1973, December",December,1973.0,1973-12-01
Marvel,302045,Safron Caulder (Earth-616),\/Safron_Caulder_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Living Characters,11.0,"1973, September",September,1973.0,1973-09-01
Marvel,168426,A Friend (Earth-616),\/A_Friend_(Earth-616),,,,,Male Characters,,Living Characters,11.0,"1974, December",December,1974.0,1974-12-01
Marvel,1056,Alpha (Mutant) (Earth-616),\/Alpha_(Mutant)_(Earth-616),Secret Identity,,Yellow Eyes,Bald,Male Characters,,Living Characters,11.0,"1974, September",September,1974.0,1974-09-01
Marvel,1266,Cagliostro (O-Bengh) (Earth-616),\/Cagliostro_(O-Bengh)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,11.0,"1974, March",March,1974.0,1974-03-01
Marvel,1195,Desmond Drew (Earth-616),\/Desmond_Drew_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,11.0,"1974, April",April,1974.0,1974-04-01
Marvel,439857,Martin Gold (Earth-616),\/Martin_Gold_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,11.0,"1974, August",August,1974.0,1974-08-01
Marvel,73846,Taboo (Earth-616),\/Taboo_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,11.0,"1974, January",January,1974.0,1974-01-01
Marvel,16172,Arisen Tyrk (Earth-616),\/Arisen_Tyrk_(Earth-616),Secret Identity,Bad Characters,White Eyes,Black Hair,Male Characters,,Living Characters,11.0,"1975, January",January,1975.0,1975-01-01
Marvel,13021,Henri Sorel (Earth-616),\/Henri_Sorel_(Earth-616),Secret Identity,,Red Eyes,No Hair,Male Characters,,Living Characters,11.0,"1975, May",May,1975.0,1975-05-01
Marvel,1286,Jebediah Fate (Earth-616),\/Jebediah_Fate_(Earth-616),Secret Identity,,Variable Eyes,Variable Hair,Male Characters,,Living Characters,11.0,"1975, January",January,1975.0,1975-01-01
Marvel,37393,Donna-Lee Dover (Earth-616),\/Donna-Lee_Dover_(Earth-616),,,,Blond Hair,Female Characters,,Living Characters,11.0,"1976, September",September,1976.0,1976-09-01
Marvel,86402,Selma Blotte (Earth-616),\/Selma_Blotte_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Female Characters,,Living Characters,11.0,"1976, March",March,1976.0,1976-03-01
Marvel,15394,Adam II (Earth-616),\/Adam_II_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,11.0,"1977, August",August,1977.0,1977-08-01
Marvel,235589,Donna Maria Puentes (Earth-616),\/Donna_Maria_Puentes_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,11.0,"1977, February",February,1977.0,1977-02-01
Marvel,1467,Doughboy (Earth-616),\/Doughboy_(Earth-616),,,,,Agender Characters,,Living Characters,11.0,"1977, May",May,1977.0,1977-05-01
Marvel,410168,Lurker from Loch Ness (Earth-616),\/Lurker_from_Loch_Ness_(Earth-616),,Bad Characters,,,,,Deceased Characters,11.0,"1977, July",July,1977.0,1977-07-01
Marvel,2347,Reptilla (Earth-616),\/Reptilla_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,11.0,"1977, September",September,1977.0,1977-09-01
Marvel,1062,Lyle Dekker (Earth-616),\/Lyle_Dekker_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,11.0,"1978, February",February,1978.0,1978-02-01
Marvel,27566,Marya Maximoff (Earth-616),\/Marya_Maximoff_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,11.0,"1979, April",April,1979.0,1979-04-01
Marvel,1847,Bradley Kroon (Earth-616),\/Bradley_Kroon_(Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,11.0,"1980, January",January,1980.0,1980-01-01
Marvel,39766,Chandra Ku (Earth-616),\/Chandra_Ku_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,11.0,"1980, October",October,1980.0,1980-10-01
Marvel,609896,Conn (Earth-616),\/Conn_(Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,11.0,"1980, September",September,1980.0,1980-09-01
Marvel,44167,Dolly Donohue (Earth-616),\/Dolly_Donohue_(Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Female Characters,,Living Characters,11.0,"1980, November",November,1980.0,1980-11-01
Marvel,492642,Jasmine (Earth-616),\/Jasmine_(Earth-616),Public Identity,Good Characters,Yellow Eyes,Green Hair,Female Characters,,Deceased Characters,11.0,"1980, January",January,1980.0,1980-01-01
Marvel,413544,Katherine Blaire (Earth-616),\/Katherine_Blaire_(Earth-616),No Dual Identity,,Blue Eyes,Blond Hair,Female Characters,,Living Characters,11.0,"1981, March",March,1981.0,1981-03-01
Marvel,2190,Robert Markham (Earth-616),\/Robert_Markham_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,11.0,"1981, October",October,1981.0,1981-10-01
Marvel,172557,Shawna Lynde (Earth-616),\/Shawna_Lynde_(Earth-616),No Dual Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,11.0,"1981, December",December,1981.0,1981-12-01
Marvel,7575,Larry Ekler (Earth-616),\/Larry_Ekler_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Strawberry Blond Hair,Male Characters,,Living Characters,11.0,"1982, March",March,1982.0,1982-03-01
Marvel,2529,Molly Fitzgerald (Earth-616),\/Molly_Fitzgerald_(Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,11.0,"1982, June",June,1982.0,1982-06-01
Marvel,174398,Jefferson Archer (Earth-616),\/Jefferson_Archer_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,11.0,"1983, May",May,1983.0,1983-05-01
Marvel,4476,Jerome Jaxon (Earth-616),\/Jerome_Jaxon_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,11.0,"1983, September",September,1983.0,1983-09-01
Marvel,653729,Koth (Earth-616),\/Koth_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,11.0,"1983, May",May,1983.0,1983-05-01
Marvel,310149,Sidney Crumb (Earth-616),\/Sidney_Crumb_(Earth-616),Secret Identity,,,Brown Hair,Male Characters,,Living Characters,11.0,"1983, April",April,1983.0,1983-04-01
Marvel,23937,Skera (Earth-616),\/Skera_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Deceased Characters,11.0,"1983, October",October,1983.0,1983-10-01
Marvel,20961,Sonya Tolsky (Earth-616),\/Sonya_Tolsky_(Earth-616),Secret Identity,Good Characters,Brown Eyes,White Hair,Female Characters,,Living Characters,11.0,"1983, September",September,1983.0,1983-09-01
Marvel,653733,Stalax (Earth-616),\/Stalax_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,11.0,"1983, May",May,1983.0,1983-05-01
Marvel,2519,Tarm (Earth-616),\/Tarm_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Deceased Characters,11.0,"1983, October",October,1983.0,1983-10-01
Marvel,477439,Zardeth (Earth-616),\/Zardeth_(Earth-616),,Bad Characters,Yellow Eyes,Black Hair,Male Characters,,Deceased Characters,11.0,"1983, May",May,1983.0,1983-05-01
Marvel,18410,Cindy Adams (Earth-616),\/Cindy_Adams_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,11.0,"1984, November",November,1984.0,1984-11-01
Marvel,288952,Dara (Earth-616),\/Dara_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,11.0,"1984, September",September,1984.0,1984-09-01
Marvel,3931,Douglas Carmody (Earth-616),\/Douglas_Carmody_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,,Living Characters,11.0,"1984, September",September,1984.0,1984-09-01
Marvel,19563,Micah Synn (Earth-616),\/Micah_Synn_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,11.0,"1984, January",January,1984.0,1984-01-01
Marvel,24640,Nelvanna (Earth-616),\/Nelvanna_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,11.0,"1984, February",February,1984.0,1984-02-01
Marvel,249824,Alaric (Asgardian) (Earth-616),\/Alaric_(Asgardian)_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,11.0,"1985, November",November,1985.0,1985-11-01
Marvel,15817,Neal Conan (Earth-616),\/Neal_Conan_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,11.0,"1985, December",December,1985.0,1985-12-01
Marvel,19489,Alexander Woolcot (Earth-616),\/Alexander_Woolcot_(Earth-616),Secret Identity,,Blue Eyes,Strawberry Blond Hair,Male Characters,,Living Characters,11.0,"1986, March",March,1986.0,1986-03-01
Marvel,2255,F.R. Crozier (Earth-616),\/F.R._Crozier_(Earth-616),Public Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,11.0,"1986, July",July,1986.0,1986-07-01
Marvel,34170,Hideko Takata (Earth-616),\/Hideko_Takata_(Earth-616),Public Identity,,,Black Hair,Female Characters,,Living Characters,11.0,"1986, March",March,1986.0,1986-03-01
Marvel,1731,Alphonsus Lefszycic (Earth-616),\/Alphonsus_Lefszycic_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,11.0,"1987, May",May,1987.0,1987-05-01
Marvel,1116,Seginn Gallio (Earth-616),\/Seginn_Gallio_(Earth-616),Secret Identity,,White Eyes,White Hair,Male Characters,,Deceased Characters,11.0,"1987, October",October,1987.0,1987-10-01
Marvel,70480,Sol Brodstroke (Earth-616),\/Sol_Brodstroke_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,11.0,"1987, February",February,1987.0,1987-02-01
Marvel,65391,Diane Davids (Earth-616),\/Diane_Davids_(Earth-616),Secret Identity,Bad Characters,,Green Hair,Female Characters,,Living Characters,11.0,"1988, July",July,1988.0,1988-07-01
Marvel,16491,Hawkshaw (Earth-616),\/Hawkshaw_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,11.0,"1988, October",October,1988.0,1988-10-01
Marvel,18272,Jess Harrison (Earth-616),\/Jess_Harrison_(Earth-616),Secret Identity,,,Green Hair,Female Characters,,Living Characters,11.0,"1988, July",July,1988.0,1988-07-01
Marvel,1946,Kubik (Earth-616),\/Kubik_(Earth-616),Secret Identity,,,,,,Living Characters,11.0,"1988, March",March,1988.0,1988-03-01
Marvel,47433,Roland Treece (Earth-616),\/Roland_Treece_(Earth-616),,,,,Male Characters,,Living Characters,11.0,"1988, March",March,1988.0,1988-03-01
Marvel,413942,Russell (Inferno Baby) (Earth-616),\/Russell_(Inferno_Baby)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,11.0,"1988, November",November,1988.0,1988-11-01
Marvel,116303,Brandy Ash (Earth-616),\/Brandy_Ash_(Earth-616),Public Identity,Good Characters,,Red Hair,Female Characters,,Living Characters,11.0,"1989, October",October,1989.0,1989-10-01
Marvel,5353,Frank Skorina (Earth-616),\/Frank_Skorina_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Red Hair,Male Characters,,Living Characters,11.0,"1989, November",November,1989.0,1989-11-01
Marvel,1052,Thomas Jones (Earth-616),\/Thomas_Jones_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,11.0,"1989, June",June,1989.0,1989-06-01
Marvel,16782,Cylla Markham (Earth-616),\/Cylla_Markham_(Earth-616),,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,11.0,"1990, April",April,1990.0,1990-04-01
Marvel,280718,Headhunter (Mutant) (Earth-616),\/Headhunter_(Mutant)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Red Hair,Female Characters,,Living Characters,11.0,"1990, May",May,1990.0,1990-05-01
Marvel,21391,Hunter in Darkness (Earth-616),\/Hunter_in_Darkness_(Earth-616),Public Identity,,Red Eyes,White Hair,,,Living Characters,11.0,"1990, December",December,1990.0,1990-12-01
Marvel,1375,Valentin Shatalov (Earth-616),\/Valentin_Shatalov_(Earth-616),Secret Identity,,Brown Eyes,Blue Hair,Male Characters,,Living Characters,11.0,"1990, April",April,1990.0,1990-04-01
Marvel,13094,Dania (Earth-616),\/Dania_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,11.0,"1991, December",December,1991.0,1991-12-01
Marvel,1655,Foxbat (Earth-616),\/Foxbat_(Earth-616),Secret Identity,,Red Eyes,Brown Hair,Male Characters,,Deceased Characters,11.0,"1991, April",April,1991.0,1991-04-01
Marvel,9775,Russ Broxtel (Earth-616),\/Russ_Broxtel_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,11.0,"1991, June",June,1991.0,1991-06-01
Marvel,17138,Snowblind (Earth-616),\/Snowblind_(Earth-616),,Bad Characters,,White Hair,Male Characters,,Living Characters,11.0,"1991, May",May,1991.0,1991-05-01
Marvel,18212,Terraformer (Force of Nature) (Earth-616),\/Terraformer_(Force_of_Nature)_(Earth-616),Secret Identity,,,,Male Characters,,Deceased Characters,11.0,"1991, January",January,1991.0,1991-01-01
Marvel,500205,Analisa Medina (Earth-616),\/Analisa_Medina_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,11.0,"1992, April",April,1992.0,1992-04-01
Marvel,13243,Eric Conroy (Earth-616),\/Eric_Conroy_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,11.0,"1992, March",March,1992.0,1992-03-01
Marvel,522778,Ivan Trevkov (Earth-616),\/Ivan_Trevkov_(Earth-616),Public Identity,Bad Characters,,Bald,Male Characters,,Deceased Characters,11.0,"1992, June",June,1992.0,1992-06-01
Marvel,16591,Jonathan Bryant (Digitek) (Earth-616),\/Jonathan_Bryant_(Digitek)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,11.0,"1992, December",December,1992.0,1992-12-01
Marvel,24605,Roco-Bai (Earth-616),\/Roco-Bai_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,11.0,"1992, March",March,1992.0,1992-03-01
Marvel,177284,Rupert Helona (Earth-616),\/Rupert_Helona_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,11.0,"1992, December",December,1992.0,1992-12-01
Marvel,286999,Thanos (Doppelganger) (Earth-616),\/Thanos_(Doppelganger)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,11.0,"1992, June",June,1992.0,1992-06-01
Marvel,93191,Clifton Joseph (Earth-616),\/Clifton_Joseph_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,11.0,"1993, January",January,1993.0,1993-01-01
Marvel,30097,Renee Majcomb (Earth-616),\/Renee_Majcomb_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Living Characters,11.0,"1993, November",November,1993.0,1993-11-01
Marvel,7663,Seamus Mellencamp (Earth-616),\/Seamus_Mellencamp_(Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Deceased Characters,11.0,"1993, May",May,1993.0,1993-05-01
Marvel,2217,Simon Hall (Earth-616),\/Simon_Hall_(Earth-616),Secret Identity,,Green Eyes,Strawberry Blond Hair,Male Characters,,Living Characters,11.0,"1993, May",May,1993.0,1993-05-01
Marvel,93204,Tim Holloway (Earth-616),\/Tim_Holloway_(Earth-616),Secret Identity,Good Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,11.0,"1993, January",January,1993.0,1993-01-01
Marvel,19605,Anton Hellgate (Earth-616),\/Anton_Hellgate_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,,Deceased Characters,11.0,"1994, April",April,1994.0,1994-04-01
Marvel,529501,Julia Caputo (Earth-616),\/Julia_Caputo_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,11.0,"1994, August",August,1994.0,1994-08-01
Marvel,2019,Lifeforce (Earth-616),\/Lifeforce_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,11.0,"1994, November",November,1994.0,1994-11-01
Marvel,256543,Luminor (Earth-616),\/Luminor_(Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,11.0,"1994, March",March,1994.0,1994-03-01
Marvel,292640,Rebecca Bergier (Earth-616),\/Rebecca_Bergier_(Earth-616),,,,Blond Hair,Female Characters,,Living Characters,11.0,"1994, November",November,1994.0,1994-11-01
Marvel,256544,Riger (Earth-616),\/Riger_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,11.0,"1994, June",June,1994.0,1994-06-01
Marvel,27309,Ronald Hilliard (Earth-616),\/Ronald_Hilliard_(Earth-616),Known to Authorities Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,11.0,"1996, January",January,1996.0,1996-01-01
Marvel,52275,Swordsman (Heroes Reborn) (Earth-616),\/Swordsman_(Heroes_Reborn)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,11.0,"1996, November",November,1996.0,1996-11-01
Marvel,739690,Gerry Lequarre (Earth-616),\/Gerry_Lequarre_(Earth-616),,,,,Male Characters,,Living Characters,11.0,"1997, January",January,1997.0,1997-01-01
Marvel,512991,Jesse Thompson (Earth-616),\/Jesse_Thompson_(Earth-616),No Dual Identity,,Green Eyes,Brown Hair,Female Characters,,Living Characters,11.0,"1997, October",October,1997.0,1997-10-01
Marvel,289460,Todd Fields (Earth-616),\/Todd_Fields_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,11.0,"1997, January",January,1997.0,1997-01-01
Marvel,52047,Verminus Rex (Earth-616),\/Verminus_Rex_(Earth-616),,Bad Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,11.0,"1997, October",October,1997.0,1997-10-01
Marvel,558088,Carthus (Earth-616),\/Carthus_(Earth-616),Public Identity,,,No Hair,Male Characters,,Living Characters,11.0,"1998, December",December,1998.0,1998-12-01
