call_sign,frequency,city,licensee,format,state,facility_id,service,licensee_call_sign_r,status,details
KKRH,90.9 FM,Grangeville,"Calvary Chapel of Grangeville, Inc.",Christian,Idaho,,,,,
KKRK,970 AM,Rupert,"Lee Family Broadcasting, Inc.",Classic rock/hits,Idaho,,,,,
KLCE,97.3 FM,Blackfoot,"Riverbend Communications, LLC",Adult contemporary,Idaho,,,,,
KLCZ,88.9 FM,Lewiston,Lewis – Clark State College,Public radio; News/Talk,Idaho,,,,,
KLER,1300 AM,Orofino,"Central Idaho Broadcasting, Inc.",Country,Idaho,,,,,
KLER-FM,103.3 FM,Orofino,"Central Idaho Broadcasting, Inc.",Adult contemporary,Idaho,,,,,
KLGG,89.3 FM,Kellogg,"Spokane Public Radio, Inc.",NPR/Classical/Jazz,Idaho,,,,,
KLIX,1310 AM,Twin Falls,"Townsquare License, LLC",News/Talk,Idaho,,,,,
KLIX-FM,96.5 FM,Twin Falls,"Townsquare License, LLC",Classic hits,Idaho,,,,,
KLLP,98.5 FM,Blackfoot,"Rich Broadcasting Idaho LS, LLC",Hot adult contemporary,Idaho,,,,,
KLRI,89.5 FM,Rigby,Educational Media Foundation,Contemporary Christian (K-Love),Idaho,,,,,
KLXI,99.5 FM,Fruitland,Educational Media Foundation,Contemporary Christian (K-Love),Idaho,,,,,
KLZX,95.9 FM,Weston,"Sun Valley Radio, Inc.",Classic rock,Idaho,88184.0,FM,SUN VALLEY RADIO INC,LICENSED,Click for Details
KMEI-LP,97.3 FM,Kamiah,Kamiah Valley Broadcasting Corporation,Christian,Idaho,,,,,
KMGI,102.5 FM,Pocatello,Idaho Wireless Corporation,Classic rock,Idaho,,,,,
KMHI,1240 AM,Mountain Home,CSN International,Religious (CSN International),Idaho,,,,,
KMHR,950 AM,Boise,"Azteca Media, LLC",Regional Mexican,Idaho,,,,,
KMOK,106.9 FM,Lewiston,"McVey Entertainment Group, LLC",Country,Idaho,,,,,
KNBL,1260 AM,Idaho Falls,"Riverbend Communications, LLC",Adult hits,Idaho,,,,,
KNWO,90.1 FM,Cottonwood,Washington State University,"Public radio; News/Talk, Classical",Idaho,71018.0,FM,WASHINGTON STATE UNIVERSITY,LICENSED,Click for Details
KOAY,88.7 FM,Middleton,"Idaho Conference of Seventh-Day Adventists, Inc.",Christian CHR,Idaho,,,,,
KOFE,1240 AM,St. Maries,Theresa Plank,Classic hits,Idaho,,,,,
KORR,104.1 FM,American Falls,Idaho Wireless Corporation,Adult top 40,Idaho,28256.0,FM,IDAHO WIRELESS CORPORATION,LICENSED,Click for Details
KORT,1230 AM,Grangeville,"Nelly Broadcasting Idaho, LLC",Classic hits,Idaho,,,,,
KORT-FM,92.7 FM,Grangeville,"Nelly Broadcasting Idaho, LLC",Country,Idaho,,,,,
KOTF-LP,97.5 FM,Hayden,Hayden Christian Broadcasting Corporation,Religious Teaching,Idaho,,,,,
KOUU,1290 AM,Pocatello,Idaho Wireless Corporation,Country,Idaho,,,,,
KOUW,102.9 FM,Island Park,"Magic Valley Media, LLC",News/Talk,Idaho,,,,,
KOZE,950 AM,Lewiston,"McVey Entertainment Group, LLC",News/Talk,Idaho,,,,,
KOZE-FM,96.5 FM,Lewiston,"McVey Entertainment Group, LLC",Album-oriented rock,Idaho,,,,,
KPCQ,1490 AM,Chubbuck,"Snake River Radio, LLC",Contemporary Christian,Idaho,,,,,
KPDA,100.7 FM,Mountain Home,"Radio Rancho, LLC",Regional Mexican,Idaho,,,,,
KPKY,94.9 FM,Pocatello,"Rich Broadcasting Idaho LS, LLC",Classic rock,Idaho,,,,,
KPLL-LP,94.9 FM,Lewiston,Lewiston Christian Radio Association,Contemporary Christian,Idaho,,,,,
KQBL,101.9 FM,Emmett,"FM Idaho Co., LLC",Country,Idaho,54509.0,FM,"ILIAD MEDIA BOISE, LLC",LICENSED,Click for Details
KQEO,107.1 FM,Idaho Falls,Sand Hill Media Corp.,Classic hits,Idaho,87926.0,FM,SANDHILL MEDIA CORPORATION,LICENSED,Click for Details
KQFC,97.9 FM,Boise,"Radio License Holding CBC, LLC",Soft adult contemporary,Idaho,,,,,
KQFR,90.7 FM,Moyle Springs,Upper Columbia Corporation of Seventh-day Adventists,,Idaho,,,,,
KQPI,99.5 FM,Aberdeen,Sandhill Media Group,Country,Idaho,164125.0,FM,"SANDHILL MEDIA GROUP, LLC",LICENSED,Click for Details
KQXR,100.3 FM,Payette,Lotus Boise Corp.,Active rock,Idaho,,,,,
KQZB,100.5 FM,Troy,Pacific Empire Communications Corp.,Classic hits,Idaho,,,,,
KRBX,89.9 FM,Caldwell,"Boise Community Radio Project, Inc.",Freeform,Idaho,,,,,
KRFA-FM,91.7 FM,Moscow,Washington State University,"Public radio; News/Talk, Classical",Idaho,,,,,
KRFP,90.3 FM,Moscow,"Radio Free Moscow, Inc.",Community,Idaho,,,,,
KRFY,88.5 FM,Ponderay,"Panhandle Community Radio, Inc.",Variety,Idaho,,,,,
KRLC,1350 AM,Lewiston,"McVey Entertainment Group, LLC",Country,Idaho,,,,,
KRPL,1400 AM,Moscow,"KRPL, Inc.",Sports,Idaho,,,,,
KRRB,88.1 FM,Kuna,"Pensacola Christian College, Inc.",Contemporary Christian,Idaho,,,,,
KRVB,94.9 FM,Nampa,Lotus Boise Corp.,Adult album alternative,Idaho,17397.0,FM,LOTUS BOISE CORP.,LICENSED,Click for Details
KRXK,1230 AM,Rexburg,"RJ Broadcasting LS, LLC",Silent,Idaho,,,,,
KRXR,1480 AM,Gooding,Maria Elena Juarez,Regional Mexican,Idaho,,,,,
KSAS-FM,103.5 FM,Caldwell,"Townsquare License, LLC",Top 40 (CHR),Idaho,,,,,
KSEI,930 AM,Pocatello,Idaho Wireless Corporation,Conservative talk,Idaho,,,,,
KSKI-FM,94.5 FM,Sun Valley,"Magic Valley Media, LLC",Alternative rock,Idaho,,,,,
KSNA,100.7 FM,Idaho Falls,Sand Hill Media Corp.,Adult top 40,Idaho,,,,,
KSNQ,98.3 FM,Twin Falls,"Townsquare License, LLC",Classic rock,Idaho,,,,,
KSPD,790 AM,Boise,"Inspirational Family Radio, Inc.",Christian talk,Idaho,,,,,
KSPT,1400 AM,Sandpoint,Blue Sky Broadcasting Inc.,News Talk Information,Idaho,,,,,
KSPZ,980 AM,Ammon,"Sandhill Media Group, LLC",Sports,Idaho,,,,,
KSQS,91.7 FM,Ririe,Faith Communications Corp.,Contemporary Christian,Idaho,,,,,
KSRA,960 AM,Salmon,"Bitterroot Communications, Inc.",Adult contemporary,Idaho,,,,,
KSRA-FM,92.7 FM,Salmon,"Bitterroot Communications, Inc.",Country,Idaho,,,,,
KTAQ-LP,97.7 FM,Sandpoint,Sandpoint Christian Broadcasting Corp.,Religious Teaching,Idaho,,,,,
KTFI,1270 AM,Twin Falls,"Salt & Light Radio, Inc.",Catholic,Idaho,,,,,
KTFY,88.1 FM,Buhl,"Idaho Conference of Seventh-Day Adventists, Inc.",Contemporary Christian,Idaho,,,,,
KTHI,107.1 FM,Caldwell,Lotus Boise Corp.,Classic hits,Idaho,,,,,
KTHK,105.5 FM,Idaho Falls,"Riverbend Communications, LLC",Country,Idaho,,,,,
KTIK,1350 AM,Nampa,"Radio License Holding CBC, LLC",Sports,Idaho,,,,,
KTPO,106.7 FM,Kootenai,Hellroaring Communications L.L.C.,Adult album alternative,Idaho,,,,,
KTPZ,92.7 FM,Hazelton,"Locally Owned Radio, LLC",Top 40 (CHR),Idaho,,,,,
KTRP,1450 AM,Notus,Centro Familiar Cristiano,Silent,Idaho,,,,,
KTSY,89.5 FM,Caldwell,"Idaho Conference of Seventh-Day Adventists, Inc.",Contemporary Christian,Idaho,,,,,
KTWD,103.5 FM,Wallace,"Penfold Communications, Inc.",Christian,Idaho,,,,,
KUJJ,95.5 FM,McCall,"Inspirational Family Radio, Inc.",Adult contemporary,Idaho,,,,,
KUMC-LP,93.3 FM,Rupert,Rupert United Methodist Church,Religious,Idaho,,,,,
KUOI-FM,89.3 FM,Moscow,University of Idaho,Public radio,Idaho,,,,,
KUPI-FM,99.1 FM,Rexburg,"Sandhill Media Group, LLC",Country,Idaho,,,,,
KUPY,99.9 FM,Sugar City,"Frandsen Media Company, LLC",Country,Idaho,,,,,
KVNI,1080 AM,Coeur D'Alene,"Queenb Radio, Inc.",Classic hits,Idaho,,,,,
KVSI,1450 AM,Montpelier,"SVI Media, LLC",Country,Idaho,,,,,
KVTY,105.1 FM,Lewiston,"McVey Entertainment Group, LLC",Hot adult contemporary,Idaho,,,,,
KWFI-FM,96.1 FM,Aberdeen,"Rich Broadcasting Idaho LS, LLC",Country,Idaho,,,,,
KWFO-FM,102.1 FM,Driggs,"Rich Broadcasting Idaho LS, LLC",Country (KWFI-FM simulcast),Idaho,,,,,
KWIK,1240 AM,Pocatello,"Rich Broadcasting Idaho LS, LLC",News/Talk,Idaho,,,,,
KWIS,88.3 FM,Plummer,Coeur d'Alene Tribe,Community radio,Idaho,,,,,
KWRV,91.9 FM,Sun Valley,Minnesota Public Radio,Classical music / Public radio,Idaho,,,,,
KWYD,101.1 FM,Parma,"FM Idaho Co., LLC",Rhythmic-leaning Top 40 (CHR),Idaho,,,,,
KXCD,99.9 FM,Salmon,"Lee Family Broadcasting, Inc.",Active rock,Idaho,,,,,
KXGV-LP,98.5 FM,Garden Valley,Garden Valley Communications Inc.,Religious/Variety,Idaho,,,,,
KXJO,92.1 FM,St. Maries,"Spokane Public Radio, Inc.",NPR/Classical/Jazz,Idaho,,,,,
KXLT-FM,107.9 FM,Eagle,"Townsquare License, LLC",Soft adult contemporary,Idaho,,,,,
KXQZ,1340 AM,Wendell,"Salt & Light Radio, Inc.",Catholic,Idaho,,,,,
KXTA-FM,99.1 FM,Gooding,"Lee Family Broadcasting, Inc.",Regional Mexican,Idaho,28218.0,FM,"LEE FAMILY BROADCASTING, INC.",LICENSED,Click for Details
KYMS,89.9 FM,Rathdrum,"Legacy Broadcasting, Inc.",Christian,Idaho,,,,,
KYSK,88.7 FM,Ririe,Watersprings Ministries,Contemporary Christian,Idaho,,,,,
KYUN,102.1 FM,Twin Falls,"Locally Owned Radio, LLC",Country,Idaho,164129.0,FM,"ILIAD MEDIA TWIN FALLS, LLC",LICENSED,Click for Details
KYWN,890 AM,Meridian,"Impacto Network, Inc.",Christian,Idaho,,,,,
KYZK,107.5 FM,Sun Valley,"Magic Valley Media, LLC",Classic country,Idaho,,,,,
KZBG,97.7 FM,Lapwai,"Nelly Broadcasting, LLC",Country,Idaho,83397.0,FM,"NELLY BROADCASTING, LLC",LICENSED,Click for Details
KZBQ,93.9 FM,Pocatello,Idaho Wireless Corporation,Country,Idaho,,,,,
KZDX,99.9 FM,Burley,"Lee Family Broadcasting, Inc.",Hot adult contemporary,Idaho,,,,,
KZFN,106.1 FM,Moscow,"KRPL, Inc.",Top 40 (CHR),Idaho,,,,,
KZID,98.5 FM,Culdesac,"Nelly Broadcasting, LLC",Classic hits,Idaho,,,,,
KZJB,90.3 FM,Pocatello,"Calvary Chapel of Idaho Falls, Inc.",Religious,Idaho,,,,,
KZKY,104.5 FM,Ucon,"Rich Broadcasting Idaho LS, LLC",Classic rock,Idaho,,,,,
KZMG,102.7 FM,Melba,"FM Idaho Co., LLC",Hot adult contemporary,Idaho,164141.0,FM,"ILIAD MEDIA BOISE, LLC",LICENSED,Click for Details
KZNP,90.7 FM,Mullan,"Hi-Line Radio Fellowship, Inc.",Religious,Idaho,,,,,
KFNS,590 AM,Wood River,"McKernan Radio Group, LLC",Sports,Illinois,,,,,
KPNT,105.7 FM,Collinsville,"St. Louis FCC License Sub, LLC",Alternative rock,Illinois,56525.0,FM,"ST. LOUIS FCC LICENSE SUB, LLC",LICENSED,Click for Details
KQCJ,93.9 FM,Cambridge,Virden Broadcasting Corp.,Alternative rock,Illinois,,,,,
KSGM,980 AM,Chester,"Donze Communications, Inc.",Country/News/Talk,Illinois,,,,,
KTLK-FM,104.9 FM,Columbia,"iHM Licenses, LLC",Conservative talk,Illinois,13793.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KUUL,101.3 FM,East Moline,"iHM Licenses, LLC",Top 40 (CHR),Illinois,,,,,
KXBS,95.5 FM,Bethalto,"Gateway Creative Broadcasting, Inc.",Christian CHR,Illinois,4948.0,FM,"GATEWAY CREATIVE BROADCASTING, INC.",LICENSED,Click for Details
WAAG,94.9 FM,Galesburg,Galesburg Broadcasting Company,Country,Illinois,,,,,
WAED,88.5 FM,Lee,"American Education Foundation, Inc.",Top 40 (CHR)/Modern AC/Adult album alternative,Illinois,,,,,
WAGI-LP,97.5 FM,Kankakee,First Assembly of God Church,Religious,Illinois,,,,,
WAJK,99.3 FM,La Salle,"Starved Rock Media, Inc.",Hot adult contemporary,Illinois,,,,,
WAKO,910 AM,Lawrenceville,"DLC Media, Inc.",Classic country,Illinois,,,,,
WAKO-FM,103.1 FM,Lawrenceville,"DLC Media, Inc.",Adult contemporary,Illinois,,,,,
WALS,102.1 FM,Oglesby,"Laco Radio, Inc.",Country,Illinois,,,,,
WAOX,105.3 FM,Staunton,Talley Broadcasting Corporation,Hot adult contemporary,Illinois,,,,,
WAPO,90.5 FM,Mount Vernon,American Family Association,Religious talk (AFR),Illinois,,,,,
WARG,88.9 FM,Summit,Community High School District #217,Alternative,Illinois,,,,,
WARH,106.5 FM,Granite City,"St. Louis FCC License Sub, LLC",Adult hits,Illinois,74577.0,FM,"ST. LOUIS FCC LICENSE SUB, LLC",LICENSED,Click for Details
WAUR,1550 AM,Somonauk,"Grundy County Broadcasters, Inc.","Classic hits/Oldies, News/Talk",Illinois,,,,,
WAWE,94.3 FM,Glendale Heights,Educational Media Foundation,Worship music (Air1),Illinois,,,,,
WAWF,88.3 FM,Kankakee,"Family Worship Center Church, Inc.",Religious,Illinois,,,,,
WAWJ,90.1 FM,Marion,American Family Association,Inspirational (AFR),Illinois,,,,,
WAWY,103.9 FM,Dundee,Educational Media Foundation,Worship music (Air1),Illinois,3135.0,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
WAXR,88.1 FM,Geneseo,American Family Association,Religious Talk (AFR),Illinois,,,,,
WAZU,90.7 FM,Peoria,Sirius Syncope Inc.,Urban,Illinois,,,,,
WBBA-FM,97.5 FM,Pittsfield,"DJ Two Rivers Radio, Inc.",Country,Illinois,,,,,
WBBE,97.9 FM,Heyworth,"Neuhoff Media Bloomington, LLC",Adult hits,Illinois,,,,,
WBBM,780 AM,Chicago,"Audacy License, LLC",News,Illinois,,,,,
WBBM-FM,96.3 FM,Chicago,"Audacy License, LLC",Top 40 (CHR),Illinois,9613.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WBEK,91.1 FM,Kankakee,"Chicago Public Media, Inc.",Public radio,Illinois,,,,,
WBEL,1380 AM,South Beloit,Big Radio,90's hits,Illinois,,,,,
WBEL-FM,88.5 FM,Cairo,American Family Association,Inspirational (AFR),Illinois,,,,,
WBEQ,90.7 FM,Morris,Chicago Public Media,Public radio,Illinois,92544.0,FM,CHICAGO PUBLIC MEDIA INC,LICENSED,Click for Details
WBEZ,91.5 FM,Chicago,Chicago Public Media,Public radio,Illinois,66649.0,FM,CHICAGO PUBLIC MEDIA INC,LICENSED,Click for Details
WBGL,91.7 FM,Champaign,University of Northwestern – St. Paul,Christian adult contemporary,Illinois,,,,,
WBGX,1570 AM,Harvey,"Great Lakes Radio-Chicago, LLC",Gospel,Illinois,,,,,
WBGZ,1570 AM,Alton,"Metroplex Communications, Inc.",News/Talk,Illinois,,,,,
WBIG,1280 AM,Aurora,Auril Broadcasting LLC,Talk/Home Shopping/Sports,Illinois,,,,,
WBJW,91.7 FM,Albion,Music Ministries Inc,Christian,Illinois,,,,,
WBMF,88.1 FM,Crete,"Family Worship Center Church, Inc.",Christian,Illinois,,,,,
WBMV,89.7 FM,Mount Vernon,University of Northwestern – St. Paul,Christian adult contemporary,Illinois,,,,,
WBMX,104.3 FM,Chicago,"Audacy License, LLC",Classic hip hop,Illinois,28621.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WBNH,88.5 FM,Pekin,"Central Illinois Radio Fellowship, Inc.",Christian,Illinois,,,,,
WBNQ,101.5 FM,Bloomington,Cumulus Licensing LLC,Pop contemporary hit radio,Illinois,,,,,
WBVN,104.5 FM,Carrier Mills,Kenneth W. And Jane A. Anderson,Contemporary Christian,Illinois,,,,,
WBWN,104.1 FM,Le Roy,Cumulus Licensing LLC,Country,Illinois,40906.0,FM,CUMULUS LICENSING LLC,LICENSED,Click for Details
WBYS,1560 AM,Canton,"Spoon River Media, LLC",Country,Illinois,,,,,
WBZG,100.9 FM,Peru,"Mendota Broadcasting, Inc",Classic rock,Illinois,,,,,
WCAZ,1510 AM,Macomb,"Hancock County Broadcasting, LLC",Full-service Classic country,Illinois,,,,,
WCBH,104.3 FM,Casey,"The Cromwell Group, Inc. of Illinois",Top 40 (CHR),Illinois,,,,,
WCBU,89.9 FM,Peoria,Bradley University,News & Information,Illinois,6610.0,FM,BRADLEY UNIVERSITY,LICENSED,Click for Details
WCBW-FM,89.7 FM,East St. Louis,University of Northwestern – St. Paul,Contemporary Christian,Illinois,,,,,
WCCI,100.3 FM,Savanna,"Carroll County Communications, Inc.",Country,Illinois,,,,,
WCCQ,98.3 FM,Crest Hill,Alpha Media Licensee LLC,Country,Illinois,,,,,
WCEZ,93.9 FM,Carthage,Keokuk Broadcasting Inc,Classic hits,Illinois,,,,,
WCFL,104.7 FM,Morris,University of Northwestern – St. Paul,Contemporary Christian,Illinois,,,,,
WCFS-FM,105.9 FM,Elmwood Park,"Audacy License, LLC",News,Illinois,71283.0,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WCFS-LP,105.9 FM,Du Quoin,Christian Fellowship Church,Religious,Illinois,,,,,
WCGO,1590 AM,Evanston,Evanston Broadcasting LLC,Ethnic,Illinois,,,,,
WCHI-FM,95.5 FM,Chicago,"iHM Licenses, LLC",Mainstream rock,Illinois,53971.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WCIC,91.5 FM,Pekin,University of Northwestern – St. Paul,Contemporary Christian,Illinois,,,,,
WCIL,1020 AM,Carbondale,MRR License LLC,News/Talk,Illinois,,,,,
WCIL-FM,101.5 FM,Carbondale,MRR License LLC,Top 40 (CHR),Illinois,,,,,
WCKG,1530 AM,Elmhurst,"DuPage Radio, LLC",Sports,Illinois,,,,,
WCKL,97.9 FM,Chicago,Educational Media Foundation,Contemporary Christian (K-Love),Illinois,73233.0,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
WCLR,92.5 FM,DeKalb,Educational Media Foundation,Contemporary Christian (K-Love),Illinois,,,,,
WCMY,1430 AM,Ottawa,"NRG License Sub, LLC",News/Talk,Illinois,,,,,
WCOY,99.5 FM,Quincy,Staradio Corporation,Country,Illinois,,,,,
WCPT,820 AM,Willow Springs,"WYPA, Inc.",Progressive talk,Illinois,,,,,
WCPY,92.7 FM,Arlington Heights,"WKIE, Inc.",Polish,Illinois,,,,,
WCRA,1090 AM,Effingham,"The Cromwell Group, Inc. of Illinois",News/Talk,Illinois,,,,,
WCRC,95.7 FM,Effingham,"The Cromwell Group, Inc. of Illinois",Country,Illinois,,,,,
WCRX,88.1 FM,Chicago,Columbia College,Dance,Illinois,,,,,
WCSF,88.7 FM,Joliet,College of St. Francis,Alternative,Illinois,,,,,
WCSJ-FM,103.1 FM,Morris,"Grundy County Broadcasters, Inc.","Classic hits/Oldies, News/Talk",Illinois,,,,,
WCVS-FM,96.7 FM,Virden,"Neuhoff Media Springfield, LLC",Adult hits,Illinois,,,,,
WCXO,96.7 FM,Carlyle,"Clinton County Broadcasting, Inc.",Adult hits,Illinois,,,,,
WCXP-LP,107.1 FM,Chicago,Chicago Independent Radio Project,Variety,Illinois,,,,,
WCZQ,105.5 FM,Monticello,"Neuhoff Media Decatur, LLC",Rhythmic contemporary,Illinois,,,,,
WDAN,1490 AM,Danville,"Neuhoff Media Danville, LLC",News/Talk,Illinois,,,,,
WDBQ-FM,107.5 FM,Galena,"Townsquare License, LLC",Classic hits,Illinois,,,,,
WDBR,103.7 FM,Springfield,"Saga Communications of Illinois, LLC",Top 40 (CHR),Illinois,9960.0,FM,"SAGA COMMUNICATIONS OF ILLINOIS, LLC",LICENSED,Click for Details
WDBX,91.1 FM,Carbondale,Heterodyne Broadcasting Company,Variety,Illinois,,,,,
WDCB,90.9 FM,Glen Ellyn,"College of Du Page, District 502","Public radio, Jazz",Illinois,12281.0,FM,"COLLEGE OF DU PAGE, DISTRICT 502",LICENSED,Click for Details
WDCR,88.9 FM,Oreana,"St. Mary's Hospital, Decatur",Catholic talk,Illinois,,,,,
WDDD-FM,107.3 FM,Johnston City,"Withers Broadcasting of Southern Illinois, LLC",Country,Illinois,,,,,
WDGC-FM,88.3 FM,Downers Grove,"WDGC-FM, School District #99",Variety,Illinois,,,,,
WDKB,94.9 FM,DeKalb,"Long Nine, Inc.",Hot adult contemporary,Illinois,,,,,
WDKR,107.3 FM,Maroa,"WDKR, Inc.",Oldies,Illinois,,,,,
WDLJ,97.5 FM,Breese,"KM Radio of Breese, L.L.C.",Classic rock,Illinois,,,,,
WDLM,960 AM,East Moline,The Moody Bible Institute of Chicago,Christian,Illinois,,,,,
WDLM-FM,89.3 FM,East Moline,The Moody Bible Institute of Chicago,Christian,Illinois,,,,,
WDML,106.9 FM,Woodlawn,"WDML, LLC",Classic rock,Illinois,,,,,
WDNL,102.1 FM,Danville,"Neuhoff Media Danville, LLC",Adult contemporary,Illinois,,,,,
WDQN,1580 AM,Duquoin,"Duquoin Broadcasting Company, A General Partnership",Soft oldies,Illinois,,,,,
WDQN-FM,95.9 FM,Duquoin,"Three Angels Broadcasting Network, Inc.",Religious,Illinois,,,,,
WDRV,97.1 FM,Chicago,"Chicago FCc License Sub, LLC",Classic rock,Illinois,49552.0,FM,"CHICAGO FCC LICENSE SUB, LLC",LICENSED,Click for Details
WDUK,99.3 FM,Havana,Illinois Valley Radio,Country,Illinois,,,,,
WDWS,1400 AM,Champaign,"Champaign Multimedia Group, LLC",News/Talk,Illinois,,,,,
WDYS,1480 AM,Somonauk,"Nelson Multimedia, Inc.",Adult standards,Illinois,,,,,
WDZ,1050 AM,Decatur,"Neuhoff Media Decatur, LLC",Sports,Illinois,,,,,
WDZQ,95.1 FM,Decatur,"Neuhoff Media Decatur, LLC",Country,Illinois,,,,,
WEAI,107.1 FM,Lynnville,"Jacksonville Area Radio Broadcasters, Inc.",Hot adult contemporary,Illinois,,,,,
WEBQ,1240 AM,Harrisburg,"WEBQ, LLC",Country,Illinois,,,,,
WEBQ-FM,102.3 FM,Eldorado,"WEBQ, LLC",Adult contemporary,Illinois,,,,,
WEEF,1430 AM,Deerfield,"Polnet Communications, Ltd.",Ethnic,Illinois,,,,,
WEFI,89.5 FM,Effingham,American Family Association,Religious talk (AFR),Illinois,,,,,
WEFT,90.1 FM,Champaign,"WEFT/Prairie Air, Inc.","Music, Public affairs",Illinois,,,,,
WEGN,88.7 FM,Kankakee,The Power Foundation,Southern gospel (The Life FM),Illinois,,,,,
WEIC,1270 AM,Charleston,"Kaskaskia Broadcasting, Inc.",News/Talk,Illinois,,,,,
WEIU,88.9 FM,Charleston,Eastern Illinois University,Adult contemporary/Mix,Illinois,,,,,
WEJT,105.1 FM,Shelbyville,"The Cromwell Group, Inc. of Illinois",Adult hits,Illinois,,,,,
WEMV-LP,103.1 FM,Vandalia,Elijah Message Ministry,Christian,Illinois,,,,,
WEPS,88.9 FM,Elgin,Board of Education School District U-46,High school/Public radio,Illinois,,,,,
WERV-FM,95.9 FM,Aurora,Alpha Media Licensee LLC,Classic hits,Illinois,73171.0,FM,Alpha Media Licensee LLC,LICENSED,Click for Details
WESN,88.1 FM,Bloomington,Illinois Wesleyan University,Alternative,Illinois,,,,,
WEUR,1490 AM,Oak Park,"CSWWII, LLC",Polish,Illinois,,,,,
WEZC,95.9 FM,Clinton,"Kaskaskia Broadcasting, Inc.",Adult standards,Illinois,,,,,
WFAV,95.1 FM,Kankakee,"Milner Media Partners, LLC",Top 40 (CHR),Illinois,42656.0,FM,"MILNER MEDIA PARTNERS, LLC",LICENSED,Click for Details
WFEL-LP,99.9 FM,Antioch,Faith Evangelical Lutheran Church,Full service,Illinois,,,,,
WFEN,88.3 FM,Rockford,Faith Center,Contemporary Christian,Illinois,,,,,
WFIW,1390 AM,Fairfield,"The Original Company, Inc.",News Talk/Sports,Illinois,,,,,
WFIW-FM,104.9 FM,Fairfield,"The Original Company, Inc.",Adult hits,Illinois,,,,,
WFMB,1450 AM,Springfield,"Neuhoff Media Springfield, LLC",Sports,Illinois,,,,,
WFMB-FM,104.5 FM,Springfield,"Neuhoff Media Springfield, LLC",Country,Illinois,,,,,
WFMT,98.7 FM,Chicago,Window to the World Communications,Classical,Illinois,10801.0,FM,WINDOW TO THE WORLD COMMUNICATIONS,LICENSED,Click for Details
WFPS,92.1 FM,Freeport,Big Radio,Country,Illinois,,,,,
WFRL,1570 AM,Freeport,Big Radio,Oldies,Illinois,,,,,
WFRX,1300 AM,West Frankfort,"Withers Broadcasting of Southern Illinois, LLC",Sports,Illinois,,,,,
WFXN,1230 AM,Moline,"iHM Licenses, LLC",Sports,Illinois,,,,,
WFYR,97.3 FM,Elmwood,"Radio License Holding CBC, LLC",Country,Illinois,,,,,
WGBK,88.5 FM,Glenview,Glenbrook High School District,"Indie/College Music, News, Sports",Illinois,,,,,
WGCA-FM,88.5 FM,Quincy,Great Commission Broadcasting Corporation,Christian,Illinois,,,,,
WGCI-FM,107.5 FM,Chicago,"iHM Licenses, LLC",Urban,Illinois,51165.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WGCY,106.3 FM,Gibson City,"F & G Broadcasting, Inc.",Beautiful music,Illinois,,,,,
WGEL,101.7 FM,Greenville,Bond Broadcasting Inc.,Country,Illinois,,,,,
WGEM,1440 AM,Quincy,"Gray Television Licensee, LLC",Sports,Illinois,,,,,
WGEM-FM,105.1 FM,Quincy,"Gray Television Licensee, LLC",News/Talk,Illinois,,,,,
WGEN-FM,88.9 FM,Monee,"Wild World Media, Inc.",Eclectic music/Talk,Illinois,,,,,
WGFA-FM,94.1 FM,Watseka,Iroquois County Broadcasting Company,Adult contemporary,Illinois,,,,,
WGFB,103.1 FM,Rockton,"Long Nine, Inc.",Adult contemporary,Illinois,,,,,
WGGH,1150 AM,Marion,"Fishback Media, Inc.",News/Talk,Illinois,,,,,
WGHC-LP,98.3 FM,Chicago,Legend Media Network Group,Ghanaian/African variety,Illinois,,,,,
WGIL,1400 AM,Galesburg,Galesburg Broadcasting Company,News/Talk,Illinois,,,,,
WGKC,105.9 FM,Mahomet,"S.J. Broadcasting, LLC",Country,Illinois,,,,,
WGLC-FM,100.1 FM,Mendota,"Mendota Broadcasting, Inc.",Country,Illinois,,,,,
WGLO,95.5 FM,Pekin,"Radio License Holding CBC, LLC",Classic rock,Illinois,68622.0,FM,"RADIO LICENSE HOLDING CBC, LLC",LICENSED,Click for Details
WGLT,89.1 FM,Normal,Illinois State University,News/Jazz/Blues,Illinois,28310.0,FM,BOARD OF TRUSTEES OF ILLINOIS STATE UNIVERSITY,LICENSED,Click for Details
WGMR,91.3 FM,Effingham,Covenant Network,Catholic,Illinois,,,,,
WGN,720 AM,Chicago,Tribune Media Company,News/Talk,Illinois,,,,,
WGNJ,89.3 FM,St. Joseph,"Good News Radio, Inc.",Christian,Illinois,,,,,
WGNN,102.5 FM,Fisher,"Good News Radio, Inc.",Christian,Illinois,,,,,
WGNX,96.7 FM,Colchester,Patricia Van Zandt,Religious,Illinois,,,,,
WGRB,1390 AM,Chicago,"iHM Licenses, LLC",Gospel,Illinois,,,,,
